Mod:Item:MetaData, Localized Name
cfm:bar_stool:15, Black Bar Stool
cfm:mirror, Mirror
cfm:mantel_piece, Mantelpiece
cfm:grand_chair_bottom, Grand Chair
cfm:candle, Candle
cfm:chimney, Chimney
cfm:wreath, Wreath
cfm:fairy_light, Fairy Light
cfm:fire_pit_on, Fire Pit
cfm:trampoline, Trampoline
cfm:crate, Supply Crate
cfm:crate_spruce, Spruce Crate
cfm:crate_birch, Birch Crate
cfm:crate_jungle, Enargite Crate
cfm:crate_acacia, Acacia Crate
cfm:crate_dark_oak, Dark Oak Crate
cfm:bench, Outdoor Bench
cfm:table_outdoor, Outdoor Table
cfm:grill, Grill
cfm:divingboard_base, Divingboard
cfm:door_mat:0, White Door Mat
cfm:door_mat:1, Orange Door Mat
cfm:door_mat:2, Magenta Door Mat
cfm:door_mat:3, Light Blue Door Mat
cfm:door_mat:4, Yellow Door Mat
cfm:door_mat:5, Lime Door Mat
cfm:door_mat:6, Pink Door Mat
cfm:door_mat:7, Gray Door Mat
cfm:door_mat:8, Light Gray Door Mat
cfm:door_mat:9, Cyan Door Mat
cfm:door_mat:10, Purple Door Mat
cfm:door_mat:11, Blue Door Mat
cfm:door_mat:12, Brown Door Mat
cfm:door_mat:13, Green Door Mat
cfm:door_mat:14, Red Door Mat
cfm:door_mat:15, Black Door Mat
cfm:esky:0, White Cooler
cfm:esky:1, Orange Cooler
cfm:esky:2, Magenta Cooler
cfm:esky:3, Light Blue Cooler
cfm:esky:4, Yellow Cooler
cfm:esky:5, Lime Cooler
cfm:esky:6, Pink Cooler
cfm:esky:7, Gray Cooler
cfm:esky:8, Light Gray Cooler
cfm:esky:9, Cyan Cooler
cfm:esky:10, Purple Cooler
cfm:esky:11, Blue Cooler
cfm:esky:12, Brown Cooler
cfm:esky:13, Green Cooler
cfm:esky:14, Red Cooler
cfm:esky:15, Black Cooler
cfm:modern_window, Modern Window
cfm:modern_sliding_door, Modern Sliding Door
cfm:light_switch_off, Light Switch
cfm:ceiling_fan, Ceiling Fan
cfm:desk_oak, Oak Desk
cfm:desk_spruce, Spruce Desk
cfm:desk_birch, Birch Desk
cfm:desk_jungle, Jungle Desk
cfm:desk_acacia, Acacia Desk
cfm:desk_dark_oak, Dark Oak Desk
cfm:desk_stone, Stone Desk
cfm:desk_granite, Granite Desk
cfm:desk_diorite, Diorite Desk
cfm:desk_andesite, Andesite Desk
cfm:desk_cabinet_oak, Oak Desk Cabinet
cfm:desk_cabinet_spruce, Spruce Desk Cabinet
cfm:desk_cabinet_birch, Birch Desk Cabinet
cfm:desk_cabinet_jungle, Jungle Desk Cabinet
cfm:desk_cabinet_acacia, Acacia Desk Cabinet
cfm:desk_cabinet_dark_oak, Dark Oak Desk Cabinet
cfm:desk_cabinet_stone, Stone Desk Cabinet
cfm:desk_cabinet_granite, Granite Desk Cabinet
cfm:desk_cabinet_diorite, Diorite Desk Cabinet
cfm:desk_cabinet_andesite, Andesite Desk Cabinet
cfm:digital_clock:0, Digital Clock
cfm:digital_clock:1, Digital Clock
cfm:digital_clock:2, Digital Clock
cfm:digital_clock:3, Digital Clock
cfm:digital_clock:4, Digital Clock
cfm:digital_clock:5, Digital Clock
cfm:digital_clock:6, Digital Clock
cfm:digital_clock:7, Digital Clock
cfm:digital_clock:8, Digital Clock
cfm:digital_clock:9, Digital Clock
cfm:digital_clock:10, Digital Clock
cfm:digital_clock:11, Digital Clock
cfm:digital_clock:12, Digital Clock
cfm:digital_clock:13, Digital Clock
cfm:digital_clock:14, Digital Clock
cfm:digital_clock:15, Digital Clock
cfm:modern_tv, Modern TV
cfm:photo_frame:0, White Photo Frame
cfm:photo_frame:1, Orange Photo Frame
cfm:photo_frame:2, Magenta Photo Frame
cfm:photo_frame:3, Light Blue Photo Frame
cfm:photo_frame:4, Yellow Photo Frame
cfm:photo_frame:5, Lime Photo Frame
cfm:photo_frame:6, Pink Photo Frame
cfm:photo_frame:7, Gray Photo Frame
cfm:photo_frame:8, Light Gray Photo Frame
cfm:photo_frame:9, Cyan Photo Frame
cfm:photo_frame:10, Purple Photo Frame
cfm:photo_frame:11, Blue Photo Frame
cfm:photo_frame:12, Brown Photo Frame
cfm:photo_frame:13, Green Photo Frame
cfm:photo_frame:14, Red Photo Frame
cfm:photo_frame:15, Black Photo Frame
cfm:modern_couch:0, White Modern Couch
cfm:modern_couch:1, Orange Modern Couch
cfm:modern_couch:2, Magenta Modern Couch
cfm:modern_couch:3, Light Blue Modern Couch
cfm:modern_couch:4, Yellow Modern Couch
cfm:modern_couch:5, Lime Modern Couch
cfm:modern_couch:6, Pink Modern Couch
cfm:modern_couch:7, Gray Modern Couch
cfm:modern_couch:8, Light Gray Modern Couch
cfm:modern_couch:9, Cyan Modern Couch
cfm:modern_couch:10, Purple Modern Couch
cfm:modern_couch:11, Blue Modern Couch
cfm:modern_couch:12, Brown Modern Couch
cfm:modern_couch:13, Green Modern Couch
cfm:modern_couch:14, Red Modern Couch
cfm:modern_couch:15, Black Modern Couch
cfm:modern_table, Modern Table
cfm:modern_chair, Modern Chair
cfm:modern_coffee_table, Modern Coffee Table
cfm:modern_table_outdoor, Modern Outdoor Table
cfm:modern_stair, Modern Stairs
cfm:modern_bed_bottom:0, White Modern Bed
cfm:modern_bed_bottom:1, Orange Modern Bed
cfm:modern_bed_bottom:2, Magenta Modern Bed
cfm:modern_bed_bottom:3, Light Blue Modern Bed
cfm:modern_bed_bottom:4, Yellow Modern Bed
cfm:modern_bed_bottom:5, Lime Modern Bed
cfm:modern_bed_bottom:6, Pink Modern Bed
cfm:modern_bed_bottom:7, Gray Modern Bed
cfm:modern_bed_bottom:8, Light Gray Modern Bed
cfm:modern_bed_bottom:9, Cyan Modern Bed
cfm:modern_bed_bottom:10, Purple Modern Bed
cfm:modern_bed_bottom:11, Blue Modern Bed
cfm:modern_bed_bottom:12, Brown Modern Bed
cfm:modern_bed_bottom:13, Green Modern Bed
cfm:modern_bed_bottom:14, Red Modern Bed
cfm:modern_bed_bottom:15, Black Modern Bed
cfm:tv_stand, Modern TV Stand
cfm:modern_light_off, Modern Light
cfm:upgraded_fence_oak, Oak Upgraded Fence
cfm:upgraded_fence_spruce, Spruce Upgraded Fence
cfm:upgraded_fence_birch, Birch Upgraded Fence
cfm:upgraded_fence_jungle, Jungle Upgraded Fence
cfm:upgraded_fence_acacia, Acacia Upgraded Fence
cfm:upgraded_fence_dark_oak, Dark Oak Upgraded Fence
cfm:upgraded_fence_nether_brick, Nether Brick Upgraded Fence
cfm:upgraded_gate_oak, Oak Upgraded Gate
cfm:upgraded_gate_spruce, Spruce Upgraded Gate
cfm:upgraded_gate_birch, Birch Upgraded Gate
cfm:upgraded_gate_jungle, Jungle Upgraded Gate
cfm:upgraded_gate_acacia, Acacia Upgraded Gate
cfm:upgraded_gate_dark_oak, Dark Oak Upgraded Gate
cfm:park_bench_oak, Oak Park Bench
cfm:park_bench_spruce, Spruce Park Bench
cfm:park_bench_birch, Birch Park Bench
cfm:park_bench_jungle, Jungle Park Bench
cfm:park_bench_acacia, Acacia Park Bench
cfm:park_bench_dark_oak, Dark Oak Park Bench
cfm:inflatable_castle:0, Inflatable Castle
cfm:inflatable_castle:1, Inflatable Castle
cfm:inflatable_castle:2, Inflatable Castle
cfm:inflatable_castle:3, Inflatable Castle
cfm:inflatable_castle:4, Inflatable Castle
cfm:inflatable_castle:5, Inflatable Castle
cfm:inflatable_castle:6, Inflatable Castle
cfm:inflatable_castle:7, Inflatable Castle
cfm:inflatable_castle:8, Inflatable Castle
cfm:inflatable_castle:9, Inflatable Castle
cfm:inflatable_castle:10, Inflatable Castle
cfm:inflatable_castle:11, Inflatable Castle
cfm:inflatable_castle:12, Inflatable Castle
cfm:inflatable_castle:13, Inflatable Castle
cfm:inflatable_castle:14, Inflatable Castle
cfm:inflatable_castle:15, Inflatable Castle
cfm:castle_netting, Castle Netting
cfm:item_flesh, Flesh
cfm:item_flesh_cooked, Cooked Flesh
cfm:item_cool_pack, Cooling Pack
cfm:item_hammer, Hammer
cfm:item_envelope, Envelope
cfm:item_envelope_signed, item.item_envelope_signed.name
cfm:item_package, Package
cfm:item_package_signed, item.item_package_signed.name
cfm:item_ink_cartridge, Ink Cartridge
cfm:item_bread_slice, Bread Slice
cfm:item_toast, Toast
cfm:item_knife, Knife
cfm:item_cup, Cup
cfm:item_drink, item.item_drink.name
cfm:item_soap, Soap
cfm:item_soap_water, Soapy Water
cfm:item_super_soap_water, Super Soapy Water
cfm:item_recipe_book, Recipe Book
cfm:item_crayfish, item.item_crayfish.name
cfm:item_log, Chopped Log
cfm:item_spatula, Spatula
cfm:item_sausage, Sausage
cfm:item_sausage_cooked, Cooked Sausage
cfm:item_kebab, Raw Kebab
cfm:item_kebab_cooked, Cooked Kebab
cfm:item_crow_bar, Crow Bar
cfm:ceiling_fan_fans, item.ceiling_fan_fans.name
cfm:tv_remote, TV Remote
openscreens:backflatscreen1, Flatscreen (Back) (Tier 1)
openscreens:backflatscreen2, §eFlatscreen (Back) (Tier 2)
openscreens:backflatscreen3, §bFlatscreen (Back) (Tier 3)
openscreens:frontflatscreen1, Flatscreen (Front) (Tier 1)
openscreens:frontflatscreen2, §eFlatscreen (Front) (Tier 2)
openscreens:frontflatscreen3, §bFlatscreen (Front) (Tier 3)
openscreens:holoscreen1, Holo Screen (Tier 1)
openscreens:holoscreen2, §eHolo Screen (Tier 2)
openscreens:holoscreen3, §bHolo Screen (Tier 3)
cashcraft:cash:0, 1 coin
cashcraft:cash:1, 2 coin
cashcraft:cash:2, 5 coin
cashcraft:cash:3, 10 coin
cashcraft:cash:4, 20 coin
cashcraft:cash:5, 50 coin
cashcraft:cash:6, 1 banknote
cashcraft:cash:7, 2 banknote
cashcraft:cash:8, 5 banknote
cashcraft:cash:9, 10 banknote
cashcraft:cash:10, 20 banknote
cashcraft:cash:11, 50 banknote
cashcraft:cash:12, 100 banknote
cashcraft:moneypouch, Money Pouch
customnpcs:npcwand, Npc Wand
customnpcs:npcmobcloner, Mob Cloner
customnpcs:npcscripter, Scripter
customnpcs:npcmovingpath, Npc Pather
customnpcs:npcmounter, Mounter
customnpcs:npcteleporter, Teleporter
customnpcs:npcscripteddoortool, Scripted Door
customnpcs:npcsoulstoneempty, Soulstone Empty
customnpcs:npcsoulstonefilled, Soulstone Filled
customnpcs:scripted_item:0, Scripted Item
customnpcs:nbt_book, NBT Tags Book
customnpcs:npcredstoneblock, Redstone Block
customnpcs:npccarpentybench, Carpentry Bench
customnpcs:npcmailbox:0, Mailbox
customnpcs:npcmailbox:1, Mailbox
customnpcs:npcmailbox:2, Mailbox
customnpcs:npcwaypoint, Location Quest Block
customnpcs:npcborder, Border
customnpcs:npcscripted, Scripted Block
customnpcs:npcscripteddoor, tile.npcscripteddoor.name
customnpcs:npcbuilderblock, Builder Block
customnpcs:npccopyblock, Copy Block
galacticcomputers:sealed_cable, Sealable Cable
scifi_weaponry:blazeblasterbolt, Blazebolt
scifi_weaponry:blazebladeblue, Blue BlazeBlade
scifi_weaponry:blazebladered, Red BlazeBlade
scifi_weaponry:blazeblade, Unactivated BlazeBlade
scifi_weaponry:blazebladehandle, BlazeBlade Handle
scifi_weaponry:blazebladebattery, Blaze Battery
scifi_weaponry:blazeblaster, BlazeBlaster Pistol
scifi_weaponry:blazedyeblue, Blue Blaze Dye
scifi_weaponry:blazedyered, Red Blaze Dye
scifi_weaponry:blazeblaster2, BlazeBlaster Rifle
scifi_weaponry:blazelauncher, Blaze Launcher
warpdrive:laser, Laser
warpdrive:chunk_loader.basic, Basic Chunk Loader
warpdrive:chunk_loader.advanced, Advanced Chunk Loader
warpdrive:chunk_loader.superior, Superior Chunk Loader
warpdrive:laser_medium.basic, Basic Laser Medium
warpdrive:laser_medium.advanced, Advanced Laser Medium
warpdrive:laser_medium.superior, Superior Laser Medium
warpdrive:component:0, Memory Crystal
warpdrive:component:1, Memory Cluster
warpdrive:component:2, Diamond Tuned Crystal
warpdrive:component:3, Emerald Tuned Crystal
warpdrive:component:4, Capacitive Crystal
warpdrive:component:5, Capacitive Cluster
warpdrive:component:6, Ender Coil Crystal
warpdrive:component:7, Diamond Coil Crystal
warpdrive:component:8, Computer Interface
warpdrive:component:9, Bone Charcoal
warpdrive:component:10, Activated Carbon
warpdrive:component:11, Empty Air Canister
warpdrive:component:12, Flat Screen
warpdrive:component:13, Holographic projector
warpdrive:component:14, Glass Tank
warpdrive:component:15, Motor
warpdrive:component:16, Pump
warpdrive:component:17, Lens
warpdrive:component:18, Zoom
warpdrive:component:19, Diffraction Grating
warpdrive:component:20, Power Interface
warpdrive:component:21, Superconductor
warpdrive:component:22, Laser Medium (empty)
warpdrive:component:23, Electromagnetic Projector
warpdrive:component:24, Reactor Core
warpdrive:component:25, Raw rubber clump
warpdrive:component:26, Rubber
warpdrive:component:27, Biopulp
warpdrive:component:28, Biofiber
warpdrive:component:29, Raw Ceramic
warpdrive:component:30, Ceramic
warpdrive:component:31, Raw Carbon fiber
warpdrive:component:32, Raw Carbon Mesh
warpdrive:component:33, Carbon Fiber
warpdrive:accelerator_core, Accelerator Core
warpdrive:accelerator_control_point, Accelerator control point
warpdrive:particles_collider, Particles Collider
warpdrive:particles_injector, Particles Injector
warpdrive:void_shell.plain, Plain Void Shell
warpdrive:void_shell.glass, Glass Void Shell
warpdrive:electromagnet.basic.plain, Basic Plain Electromagnet
warpdrive:electromagnet.basic.glass, Basic Glass Electromagnet
warpdrive:chiller.basic, Basic Chiller
warpdrive:electromagnetic_cell.basic:0, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:1, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:2, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:3, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:4, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:5, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:6, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:7, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:8, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:9, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:10, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:11, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:12, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:13, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:14, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:15, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:16, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:17, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:18, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:19, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:20, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:21, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:22, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:23, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:24, Basic Electromagnetic cell
warpdrive:electromagnet.advanced.plain, Advanced Plain Electromagnet
warpdrive:electromagnet.advanced.glass, Advanced Glass Electromagnet
warpdrive:chiller.advanced, Advanced Chiller
warpdrive:electromagnetic_cell.advanced:0, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:1, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:2, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:3, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:4, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:5, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:6, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:7, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:8, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:9, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:10, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:11, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:12, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:13, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:14, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:15, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:16, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:17, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:18, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:19, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:20, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:21, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:22, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:23, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:24, Advanced Electromagnetic cell
warpdrive:electromagnet.superior.plain, Superior Plain Electromagnet
warpdrive:electromagnet.superior.glass, Superior Glass Electromagnet
warpdrive:chiller.superior, Superior Chiller
warpdrive:electromagnetic_cell.superior:0, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:1, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:2, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:3, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:4, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:5, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:6, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:7, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:8, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:9, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:10, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:11, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:12, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:13, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:14, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:15, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:16, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:17, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:18, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:19, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:20, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:21, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:22, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:23, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:24, Superior Electromagnetic cell
warpdrive:ship_scanner.basic, Shuttle Ship Scanner
warpdrive:ship_scanner.advanced, Corvette Ship Scanner
warpdrive:ship_scanner.superior, Frigate Ship Scanner
warpdrive:ship_token:0, Ship token #0
warpdrive:ship_token:1, Ship token #1
warpdrive:ship_token:2, Ship token #2
warpdrive:ship_token:3, Ship token #3
warpdrive:ship_token:4, Ship token #4
warpdrive:ship_token:5, Ship token #5
warpdrive:ship_token:10, Ship token #10
warpdrive:ship_token:11, Ship token #11
warpdrive:ship_token:12, Ship token #12
warpdrive:ship_token:13, Ship token #13
warpdrive:ship_token:14, Ship token #14
warpdrive:ship_token:15, Ship token #15
warpdrive:ship_token:20, Ship token #20
warpdrive:ship_token:21, Ship token #21
warpdrive:ship_token:22, Ship token #22
warpdrive:ship_token:23, Ship token #23
warpdrive:ship_token:24, Ship token #24
warpdrive:ship_token:25, Ship token #25
warpdrive:ship_token:30, Ship token #30
warpdrive:ship_token:31, Ship token #31
warpdrive:ship_token:32, Ship token #32
warpdrive:ship_token:33, Ship token #33
warpdrive:ship_token:34, Ship token #34
warpdrive:ship_token:35, Ship token #35
warpdrive:ship_token:40, Ship token #40
warpdrive:ship_token:41, Ship token #41
warpdrive:ship_token:42, Ship token #42
warpdrive:ship_token:43, Ship token #43
warpdrive:ship_token:44, Ship token #44
warpdrive:ship_token:45, Ship token #45
warpdrive:air_flow, Air Block
warpdrive:air_source, Air Block
warpdrive:air_shield:0, Energy Air Shield
warpdrive:air_shield:1, Energy Air Shield
warpdrive:air_shield:2, Energy Air Shield
warpdrive:air_shield:3, Energy Air Shield
warpdrive:air_shield:4, Energy Air Shield
warpdrive:air_shield:5, Energy Air Shield
warpdrive:air_shield:6, Energy Air Shield
warpdrive:air_shield:7, Energy Air Shield
warpdrive:air_shield:8, Energy Air Shield
warpdrive:air_shield:9, Energy Air Shield
warpdrive:air_shield:10, Energy Air Shield
warpdrive:air_shield:11, Energy Air Shield
warpdrive:air_shield:12, Energy Air Shield
warpdrive:air_shield:13, Energy Air Shield
warpdrive:air_shield:14, Energy Air Shield
warpdrive:air_shield:15, Energy Air Shield
warpdrive:air_generator.basic, Basic Air Generator
warpdrive:air_generator.advanced, Advanced Air Generator
warpdrive:air_generator.superior, Superior Air Generator
warpdrive:air_tank.canister, Air Canister
warpdrive:air_tank.basic, Basic Air Tank
warpdrive:air_tank.advanced, Advanced Air Tank
warpdrive:air_tank.superior, Superior Air Tank
warpdrive:mining_laser, Mining Laser
warpdrive:laser_tree_farm, Laser Tree Farm
warpdrive:bedrock_glass, Bedrock Glass
warpdrive:decorative:0, Plain metal decoration
warpdrive:decorative:1, Grated metal decoration
warpdrive:decorative:2, Grated glass decoration
